名称,请求方式,地址,说明,支持自建应用,支持商店应用,文档链接
查询批量消息整体进度,GET,/open-apis/im/v1/batch_messages/:batch_message_id/get_progress,该接口在[查询批量消息推送和阅读人数](/ssl:ttdoc/uAjLw4CM/ukTMukTMukTM/reference/im-v1/batch_message/read_user)查询结果的基础上，增加了批量请求中有效的userid数量以及消息撤回进度数据。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/batch_message/get_progress
上传图片,POST,/open-apis/im/v1/images,上传图片接口，支持上传 JPEG、PNG、WEBP、GIF、TIFF、BMP、ICO格式图片。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/image/create
下载图片,GET,/open-apis/im/v1/images/:image_key,下载图片资源，只能下载当前应用所上传且图片类型为message的图片。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/image/get
上传文件,POST,/open-apis/im/v1/files,上传文件，可以上传视频，音频和常见的文件类型。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/file/create
下载文件,GET,/open-apis/im/v1/files/:file_key,下载文件接口，只能下载应用自己上传的文件。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/file/get
发送应用内加急,PATCH,/open-apis/im/v1/messages/:message_id/urgent_app,对指定消息进行应用内加急。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message/urgent_app
发送短信加急,PATCH,/open-apis/im/v1/messages/:message_id/urgent_sms,对指定消息进行应用内加急与短信加急。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message/urgent_sms
发送电话加急,PATCH,/open-apis/im/v1/messages/:message_id/urgent_phone,对指定消息进行应用内加急与电话加急。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message/urgent_phone
添加消息表情回复,POST,/open-apis/im/v1/messages/:message_id/reactions,给指定消息添加指定类型的表情回复（reaction即表情回复，本文档统一用“reaction”代称）。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message-reaction/create
获取消息表情回复,GET,/open-apis/im/v1/messages/:message_id/reactions,获取指定消息的特定类型表情回复列表（reaction即表情回复，本文档统一用“reaction”代称）。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message-reaction/list
删除消息表情回复,DELETE,/open-apis/im/v1/messages/:message_id/reactions/:reaction_id,删除指定消息的表情回复（reaction即表情回复，本文档统一用“reaction”代称）。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message-reaction/delete
Pin 消息,POST,/open-apis/im/v1/pins,Pin 一条指定的消息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/pin/create
移除 Pin 消息,DELETE,/open-apis/im/v1/pins/:message_id,移除一条指定消息的 Pin。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/pin/delete
获取群内 Pin 消息,GET,/open-apis/im/v1/pins,获取所在群内指定时间范围内的所有 Pin 消息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/pin/list
更新已发送的消息卡片,PATCH,/open-apis/im/v1/messages/:message_id,更新应用已发送的消息卡片内容。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/message/patch
延时更新消息卡片,POST,/open-apis/interactive/v1/card/update,用于用户交互完成后延后更新消息卡片。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMDO1YjLzgTN24yM4UjN
发送仅特定人可见的消息卡片,POST,/open-apis/ephemeral/v1/send,用于机器人在群会话中发送仅指定用户可见的消息卡片。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uETOyYjLxkjM24SM5IjN
删除仅特定人可见的消息卡片,POST,/open-apis/ephemeral/v1/delete,在群会话中删除指定用户可见的临时消息卡片临时卡片消息可以通过该接口进行显式删除，临时卡片消息删除后将不会在该设备上留下任何痕迹。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uITOyYjLykjM24iM5IjN
更新 URL 预览,POST,/open-apis/im/v2/url_previews/batch_update,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/group/im-v2/url_preview/batch_update
创建群,POST,/open-apis/im/v1/chats,创建群并设置群头像、群名、群描述等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/create
解散群,DELETE,/open-apis/im/v1/chats/:chat_id,解散群组。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/delete
更新群信息,PUT,/open-apis/im/v1/chats/:chat_id,更新群头像、群名称、群描述、群配置、转让群主等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/update
更新群发言权限,PUT,/open-apis/im/v1/chats/:chat_id/moderation,更新群组的发言权限设置，可设置为全员可发言、仅管理员可发言  或 指定用户可发言。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-moderation/update
获取群信息,GET,/open-apis/im/v1/chats/:chat_id,获取群名称、群描述、群头像、群主 ID 等群基本信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/get
更新群置顶,POST,/open-apis/im/v1/chats/:chat_id/top_notice/put_top_notice,更新会话中的群置顶信息，可以将群中的某一条消息，或者群公告置顶显示。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-top_notice/put_top_notice
撤销群置顶,POST,/open-apis/im/v1/chats/:chat_id/top_notice/delete_top_notice,撤销会话中的置顶。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-top_notice/delete_top_notice
获取用户或机器人所在的群列表,GET,/open-apis/im/v1/chats,获取用户或者机器人所在群列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/list
搜索对用户或机器人可见的群列表,GET,/open-apis/im/v1/chats/search,搜索对用户或机器人可见的群列表，包括：用户或机器人所在的群、对用户或机器人公开的群。 搜索可获得的群信息包括：群ID（chat_id）、群名称、群描述等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/search
获取群成员发言权限,GET,/open-apis/im/v1/chats/:chat_id/moderation,获取群发言模式、可发言用户名单等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-moderation/get
获取群分享链接,POST,/open-apis/im/v1/chats/:chat_id/link,获取指定群的分享链接。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat/link
指定群管理员,POST,/open-apis/im/v1/chats/:chat_id/managers/add_managers,将用户或机器人指定为群管理员。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-managers/add_managers
删除群管理员,POST,/open-apis/im/v1/chats/:chat_id/managers/delete_managers,删除指定的群管理员（用户或机器人）。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-managers/delete_managers
将用户或机器人拉入群聊,POST,/open-apis/im/v1/chats/:chat_id/members,将用户或机器人拉入群聊。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-members/create
用户或机器人主动加入群聊,PATCH,/open-apis/im/v1/chats/:chat_id/members/me_join,用户或机器人主动加入群聊。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-members/me_join
将用户或机器人移出群聊,DELETE,/open-apis/im/v1/chats/:chat_id/members,将用户或机器人移出群聊。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-members/delete
获取群成员列表,GET,/open-apis/im/v1/chats/:chat_id/members,获取用户/机器人所在群的群成员列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-members/get
判断用户或机器人是否在群里,GET,/open-apis/im/v1/chats/:chat_id/members/is_in_chat,根据使用的access_token判断对应的用户或者机器人是否在群里。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-members/is_in_chat
获取群公告基本信息,GET,/open-apis/docx/v1/chats/:chat_id/announcement,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement/get
获取群公告所有块,GET,/open-apis/docx/v1/chats/:chat_id/announcement/blocks,获取群公告所有块的富文本内容并分页返回。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block/list
在群公告中创建块,POST,/open-apis/docx/v1/chats/:chat_id/announcement/blocks/:block_id/children,在指定块的子块列表中，新创建一批子块，并放置到指定位置。如果操作成功，接口将返回新创建子块的富文本内容。调用该接口前，你可参考[群公告概述-基本概念](/ssl:ttdoc/uAjLw4CM/ukTMukTMukTM/group/upgraded-group-announcement/group-announcement-overview)了解块的父子关系规则。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block-children/create
批量更新群公告块的内容,PATCH,/open-apis/docx/v1/chats/:chat_id/announcement/blocks/batch_update,批量更新块的富文本内容。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block/batch_update
获取群公告块的内容,GET,/open-apis/docx/v1/chats/:chat_id/announcement/blocks/:block_id,获取指定块的富文本内容。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block/get
获取所有子块,GET,/open-apis/docx/v1/chats/:chat_id/announcement/blocks/:block_id/children,获取群公告中指定块的所有子块的富文本内容并分页返回。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block-children/get
删除群公告中的块,DELETE,/open-apis/docx/v1/chats/:chat_id/announcement/blocks/:block_id/children/batch_delete,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/document-docx/docx-v1/chat-announcement-block-children/batch_delete
更新群公告信息,PATCH,/open-apis/im/v1/chats/:chat_id/announcement,更新会话中的群公告信息，更新公告信息的格式和更新[云文档](https://open.feishu.cn/document/ukTMukTMukTM/uAzM5YjLwMTO24CMzkjN)格式相同。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-announcement/patch
获取群公告信息,GET,/open-apis/im/v1/chats/:chat_id/announcement,获取会话中的群公告信息，公告信息格式与[云文档](https://open.feishu.cn/document/ukTMukTMukTM/uAzM5YjLwMTO24CMzkjN)格式相同。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-announcement/get
添加会话标签页,POST,/open-apis/im/v1/chats/:chat_id/chat_tabs,添加自定义会话标签页。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-tab/create
删除会话标签页,DELETE,/open-apis/im/v1/chats/:chat_id/chat_tabs/delete_tabs,删除会话标签页。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-tab/delete_tabs
更新会话标签页,POST,/open-apis/im/v1/chats/:chat_id/chat_tabs/update_tabs,更新会话标签页。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-tab/update_tabs
会话标签页排序,POST,/open-apis/im/v1/chats/:chat_id/chat_tabs/sort_tabs,会话标签页排序。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-tab/sort_tabs
拉取会话标签页,GET,/open-apis/im/v1/chats/:chat_id/chat_tabs/list_tabs,拉取会话标签页。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-tab/list_tabs
添加群菜单,POST,/open-apis/im/v1/chats/:chat_id/menu_tree,该接口用于向群组中添加群菜单。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-menu_tree/create
删除群菜单,DELETE,/open-apis/im/v1/chats/:chat_id/menu_tree,该接口用于删除群内已经添加的群菜单。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-menu_tree/delete
修改群菜单元信息,PATCH,/open-apis/im/v1/chats/:chat_id/menu_items/:menu_item_id,修改某个一级菜单或者二级菜单的元信息，包括群菜单的图标、名称、国际化名称和跳转链接。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-menu_item/patch
排序群菜单,POST,/open-apis/im/v1/chats/:chat_id/menu_tree/sort,给一个群内的一级菜单排序。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-menu_tree/sort
获取群菜单,GET,/open-apis/im/v1/chats/:chat_id/menu_tree,通过群 ID 获取群内菜单。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/im-v1/chat-menu_tree/get
创建卡片实体,POST,/open-apis/cardkit/v1/cards,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/cardkit-v1/card/create
更新卡片实体配置,PATCH,/open-apis/cardkit/v1/cards/:card_id/settings,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/cardkit-v1/card/settings
局部更新卡片实体,POST,/open-apis/cardkit/v1/cards/:card_id/batch_update,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/cardkit-v1/card/batch_update
全量更新卡片实体,PUT,/open-apis/cardkit/v1/cards/:card_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/cardkit-v1/card/update
新增组件,POST,/open-apis/cardkit/v1/cards/:card_id/elements,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/cardkit-v1/card-element/create
